VEHICLE CODE      VEHICLE LITERAL
MOTO-RUMI-CYL      RUMI MOTORCYCLE
MOTO-RUPP-CYL      RUPP MOTORCYCLE
MOTO-RUTM-CYL      RUTTMAN MOTORCYCLE
MOTO-RUTT-CYL      RUTT MOTORCYCLE
MOTO-SABS-CYL      SABERS SPECIALTIES, LLC NULL
MOTO-SABT-CYL      SABERTOOTH MOTORCYCLES, LLC NULL
MOTO-SACH-CYL      SACHS MOTORCYCLE
MOTO-SAFA-CYL      SAFARI MOTORCYCLE
MOTO-SAFT-CYL      SAFTI MOTORCYCLE
MOTO-SALB-CYL      SALSBURY MOTORCYCLE
MOTO-SANT-CYL      SANTO MOTORCYCLE
MOTO-SARA-CYL      SARACEN MOTORCYCLE
MOTO-SCAM-CYL      SCAMP MOTORCYCLE
MOTO-SCAT-CYL      SKAT (OR SKAT-KITTY) MOTORCYCLE
MOTO-SCOA-CYL      SCOOTALONG MOTORCYCLE
MOTO-SCOR-CYL      SCORPION MOTORCYCLE
MOTO-SCOT-CYL      SCOTT MOTORCYCLE
MOTO-SEAG-CYL      SEAGULL MOTORCYCLE
MOTO-SEAR-CYL      SEARS, ROEBUCK & CO. MOTORCYCLE
MOTO-SECY-CYL      SERVICYCLE MOTORCYCLE
MOTO-SEXT-CYL      SEXTON MOTORCYCLE CO. MOTORCYCLE
MOTO-SFM-CYL       SFM MOTORCYCLE
MOTO-SHEN-CYL      SHENKE MOTORCYCLE CO., LTD. OR SHANGHAI SHENKE MOTORCYCLE CO., LTD. NULL
MOTO-SHIN-CYL      SHINERAY MOTORCYCLE., LTD. OR CHONGQING SHINERAY MOTORCYCLE CO., LTD NULL
MOTO-SHJZ-CYL      SHIJIAZHUANG MFG. CORP. MOTORCYCLE
MOTO-SHL-CYL       SHL MOTORCYCLE
MOTO-SHQI-CYL      SHENGQI MOTION APPARATUS CO., LTD. OR ZHENJIANG SHENGQI MOTION APPARATUS CO., LT NULL
MOTO-SHRC-CYL      SHERCO MOTORCYCLE
MOTO-SHWI-CYL      SCHWINN MOTOR SCOOTERS NULL
MOTO-SILP-CYL      SILVER PIGEON MOTORCYCLE
MOTO-SIMM-CYL       NULL
MOTO-SIMS-CYL      SIMSON MOTORCYCLE
MOTO-SKTM-CYL      SKYTEAM CORP LTD MOTORCYCLE
MOTO-SKYG-CYL       NULL
MOTO-SLEL-CYL      SOLO ELECTRA MOTORCYCLE
MOTO-SMBT-CYL      SMB TELEIAMOTRE (BOLOGNA, ITAL MOTORCYCLE
MOTO-SMIL-CYL      SMILY MOTORCYCLE
MOTO-SMLX-CYL      SIMPLEX MOTORCYCLE
MOTO-SMWI-CYL       NULL
MOTO-SNDR-CYL      HAINAN-SUNDIRO MOTORCYCLE
MOTO-SNLG-CYL      SUN L GROUP, INC. NULL
MOTO-SNOC-CYL      SNOW TRI SCAT MOTORCYCLE
MOTO-SNOW-CYL      UNLISTED SNOWMOBILE MANUFACTUR MOTORCYCLE
MOTO-SNSA-CYL      SENSATION MOTORCYCLE
MOTO-SNTE-CYL      SNTE MOTORCYCLE
MOTO-SOLO-CYL      SOLO MOTORS, INC. MOTORCYCLE
MOTO-SONI-CYL      SONI II MOTORCYCLE
MOTO-SPAR-CYL      SPARTA MOTORCYCLE
MOTO-SPBD-CYL      SPEED BIRD MOTORCYCLE
MOTO-SPCY-CYL      SPRINGCYCLE MOTORCYCLE
MOTO-SPEC-CYL      SPECIAL (GO-CART, GOLF CART, S MOTORCYCLE
MOTO-SPED-CYL      SPEED MOTORCYCLE
MOTO-SPEG-CYL      SPIRIT EAGLE MOTORCYCLE
MOTO-SPNT-CYL      SPRINTER MOTORCYCLE
MOTO-SPOR-CYL      SPORTSMAN MOTORCYCLE
MOTO-SPRD-CYL      SPERRY RAND MOTORCYCLE
MOTO-SPRE-CYL      SPRITE MOTORCYCLE
MOTO-SPWY-CYL      SPEEDWAY MOTORCYCLE
MOTO-SUFL-CYL      SUPER FLEA MOTORCYCLE
MOTO-SUN-CYL       SUN MOTORCYCLE
MOTO-SUNB-CYL      SUNBEAM MOTORCYCLE
MOTO-SUVE-CYL      SUVEGA TIGER MOTORCYCLE
MOTO-SUZI-CYL      SUZUKI MOTORCYCLE
MOTO-SWIF-CYL      SWIFT MOTORSPORTS INC MOTORCYCLE
MOTO-SWIT-CYL      C.M.CUB (MFD. BY SWI TONG CORP MOTORCYCLE
MOTO-SWM-CYL       SWM MOTORCYCLE
MOTO-SYMG-CYL      SYM USA OR SANYANG MOTORCYCLE OR SANYANG INDUSTRY CO., LTD. NULL
MOTO-TACQ-CYL      TACQUITO MOTORCYCLE
MOTO-TAIZ-CYL      TAIZHOU HISOURCE INTL TRAD CO MOTORCYCLE
MOTO-TAKA-CYL      TAKA (IMPORTED BY ROCKFORD) MOTORCYCLE
MOTO-TALG-CYL      TAILGATER MOTORCYCLE
MOTO-TAOI-CYL      TAOTAO INDUSTRY CO., LTD. OR ZHEJIANG TAOTAO INDUSTRY CO., LTD. NULL
MOTO-TECU-CYL      TECUMSEH MOTORCYCLE
MOTO-TEMP-CYL      TEMPO MOTORCYCLE
MOTO-TESI-CYL      TESTI MOTORCYCLE
MOTO-TG-CYL        TOTE GOTE MOTORCYCLE
MOTO-THBD-CYL      THOROUGHBRED MOTORSPORTS, INC NULL
MOTO-THPN-CYL      THOMPSON MOTORCYCLE
MOTO-TITN-CYL      TITAN MOTORCYCLE MOTORCYCLE
MOTO-TMCC-CYL      THUNDER MOUNTAIN CUSTOM CYCLES MOTORCYCLE
MOTO-TMEC-CYL       NULL
MOTO-TNKI-CYL      TANK SPORTS, INC NULL
MOTO-TOHA-CYL      TOHATSU MOTORCYCLE
MOTO-TOMB-CYL      TOMBERLIN AUTOMOTIVE GROUP ELECTRIC VEH NULL
MOTO-TOMO-CYL      SILVER BULLET (MODEL OF TOMOS) MOTORCYCLE
MOTO-TORA-CYL      TORA (IMPORTED BY ROCKFORD) MOTORCYCLE
MOTO-TORR-CYL      TORROT MOTORCYCLE
MOTO-TRBO-CYL      TRAIL BOSS MOTORCYCLE
MOTO-TRBR-CYL      TRAIL BREAKER MOTORCYCLE
MOTO-TRBZ-CYL      TRAIL BLAZER MOTORCYCLE
MOTO-TRDD-CYL      TRAC MOTORCYCLE
MOTO-TRFL-CYL      TRAIL FLIGHT MOTORCYCLE
MOTO-TRHK-CYL      TRAIL HAWK MOTORCYCLE
MOTO-TRHO-CYL      TRAIL HORSE MOTORCYCLE
MOTO-TRIH-CYL      TRIHAWK INC. MOTORCYCLE
MOTO-TRIK-CYL      TRIKE MOTORCYCLE
MOTO-TRPT-CYL      TRI-SPORT/STEEN (FORMERLY ALSP MOTORCYCLE
MOTO-TRRD-CYL      TRI-ROD MOTORCYCLE
MOTO-TRSP-CYL      TRANS-SPORT MOTORCYCLE
MOTO-TRTR-CYL      TRAIL TRAMP MOTORCYCLE
MOTO-TRUM-CYL      TRIUMPH MOTOR CO. (TRIU FOR AU MOTORCYCLE
MOTO-TRVS-CYL      TRAVIS MOTORCYCLE
MOTO-TSSY-CYL      TESSY MOTORCYCLE
MOTO-TUTR-CYL      TULE TROOPER MOTORCYCLE
MOTO-TWIS-CYL      TWIST N GO (TNG) MOTORCYCLE
MOTO-TWN-CYL       TWN MOTORCYCLE
MOTO-TWST-CYL      TWISTER MOTORCYCLE
MOTO-TYAN-CYL      TYRAN MOTORCYCLE
MOTO-TYCO-CYL      TOYOCO MOTORCYCLE
MOTO-ULAC-CYL      ULTRA ACQUISITION CORP. MOTORCYCLE
MOTO-ULMC-CYL      ULMC CYL MOTORCYCLE
MOTO-ULTM-CYL      ULTIMA MOTORCYCLE MOTORCYCLE
MOTO-UNLI-CYL      UNILLI MOTORCYCLE
MOTO-UNMO-CYL      UNITED MOTORS MOTORCYCLE
MOTO-URAL-CYL      URAL MOTORCYCLE
MOTO-USAM-CYL      USA MOTORTOYS, LLC NULL
MOTO-VALI-CYL      VALIANT MOTORCYCLE
MOTO-VANV-CYL      VAN VEEN MOTORCYCLE
MOTO-VATC-CYL      VAN TECH MOTORCYCLE
MOTO-VCTY-CYL      VICTORY MOTORCYCLES MOTORCYCLE
MOTO-VEGL-CYL      VEGLIA MOTORCYCLE
MOTO-VENG-CYL      VENGEANCE MOTORCYCLES MOTORCYCLE
MOTO-VENU-CYL      VENUS MOTORCYCLE
MOTO-VERU-CYL      VERUCCI MOTORCYCLES MFG. CO NULL
MOTO-VESP-CYL      VESPA MOTORCYCLE
MOTO-VICT-CYL      VICTORIA MOTORCYCLE
MOTO-VILL-CYL      VILLIERS MOTORCYCLE
MOTO-VINC-CYL      BLACK KNIGHT (MODEL OF VINCENT MOTORCYCLE
MOTO-VLCN-CYL      VULCAN WORKS, INC. MOTORCYCLE
MOTO-VLCT-CYL      VELOCETTE MOTORCYCLE
MOTO-VNTO-CYL      VENTO MOTORCYCLES, USA MOTORCYCLE
MOTO-VOLO-CYL      VOLOCI MOTORCYCLE
MOTO-VREN-CYL      VOR ENDURO MOTORCYCLE, ITALY MOTORCYCLE
MOTO-VTMT-CYL      VTMT MOTORCYCLE
MOTO-WASP-CYL      WASP MOTORCYCLE
MOTO-WAYN-CYL      WAYNE SWEEPERSWEEPER DIV., FMC MOTORCYCLE
MOTO-WHIT-CYL      WHITE MOTOR CORP. MOTORCYCLE
MOTO-WHZR-CYL      WHIZZER MOTORCYCLE
MOTO-WILD-CYL      WILDCAT MOTORCYCLE
MOTO-WILF-CYL      WILDFIRE MOTORCYCLE
MOTO-WILG-CYL      WILDGOOSE MOTORCYCLE
MOTO-WILS-CYL      WILSON MOTORCYCLE
MOTO-WNGY-CYL      WANGYE POWER CO., LTD. OR ZHEJIANG TAIZHOU WANGYE POWER CO., LTD. NULL
MOTO-WSK-CYL       WSK MOTORCYCLE
MOTO-WTSN-CYL      WATSONIAN MOTORCYCLE
MOTO-WWMC-CYL      WILD WEST MOTOR COMPANY; POWAY MOTORCYCLE
MOTO-XTRM-CYL      XTREME ATV MOTORCYCLE
MOTO-YAMA-CYL      YAMAHA MOTORCYCLE
MOTO-YAMT-CYL      YAMOTO MOTORCYCLE
MOTO-YANK-CYL      YANKEE MOTORCYCLE
MOTO-YENC-CYL      YENCO MOTORCYCLE
MOTO-YINX-CYL      YINXIANG MOTORCYCLE GROUP OR CHONGQING YINXIANG MOTORCYCLE GROUP NULL
MOTO-YNGM-CYL      YANTAI YOUNGMAN AUTOMOBILE CO., LTD. OR YANTAI YOUNGMAN AUTOMOTIVE GRP. NULL
MOTO-YONG-CYL       NULL
MOTO-ZAPP-CYL      ZAP (ZERO AIR POLLUTION) MOTORCYCLE
MOTO-ZERO-CYL      ZERO MOTORCYCLES, INC. NULL
MOTO-ZHGO-CYL       NULL
MOTO-ZHNG-CYL      ZHONGNENG MOTORCYCLE CO OR TAIZHOU ZHONG NULL
MOTO-ZHON-CYL      ZHONG YU MOTOR GROUP MOTORCYCLE
MOTO-ZHSA-CYL      SHENMAO APPLIANCE CO., LTD. OR ZHEJIANG SHENMAO APPLIANCE CO., LTD. NULL
MOTO-ZNEL-CYL      ZANELLA MOTORCYCLE
MOTO-ZOBO-CYL      ZOBODA MOTORCYCLE
MOTO-ZONG-CYL      CIXI ZONGSHEN MOTORCYCLE CO LT MOTORCYCLE
MOTO-ZUND-CYL      ZUNDAPP MOTORCYCLE
TRUK-ACUR-TK       ACURA TRUCK
TRUK-ADVE-TK       ADVENTURE WHEELS MOTOR HOME TRUCK
TRUK-ADVL-TK       ADVENTURER LP NULL
TRUK-ADVS-TK       ADVANCED VEHICLE SYSTEMCHATTAN TRUCK
TRUK-AIRO-TK       AIR-O-MOTOR HOME TRUCK
TRUK-AIRS-TK       AIRSTREAM TRAVEL TRAILERSJACKS TRUCK
TRUK-ALAS-TK       ALASKAN CAMPER TRUCK
TRUK-ALLE-TK       ALLEGRO MOTOR HOME TRUCK
TRUK-ALOH-TK       ALOHA TRAILER CO. TRUCK
TRUK-ALSE-TK       ALL SEASONS MOTOR HOME TRUCK
TRUK-AMCC-TK       AMERICAN CLIPPER CORP.MORGAN H TRUCK
TRUK-AMCR-TK       AMERICAN CRUISER MOTORHOME, NA TRUCK
TRUK-AMEL-TK       AMERICAN ECONOMOBILE HILIF TRUCK
TRUK-AMER-TK       AMERICAN MOTORS (SEE MAKE RAMB TRUCK
TRUK-AMGN-TK       AM GENERAL CORPORATION TRUCK
TRUK-AMIN-TK       ADVANCE MIXERFT. WAYNE, IN; TR TRUCK
TRUK-AMPT-TK       AMPHICAT TRUCK
TRUK-AMTC-TK       AMERICAN TRANSPORTATION CORP. TRUCK
TRUK-APOL-TK       APOLLO HOMES TRUCK
TRUK-ARGS-TK       ARGOSY TRAVEL TRAILERVERSAILLE TRUCK
TRUK-ARIS-TK       ARISTOCRAT MOTOR HOME TRUCK
TRUK-ARRO-TK       ARROW TRUCK
TRUK-ATLS-TK       ATLAS HOIST & BODY, INC. TRUCK
TRUK-AUST-TK       AUSTIN TRUCK
TRUK-AUTO-TK       AUTOCAR TRUCK
TRUK-AVAL-TK       AVAILABLE TRUCK
TRUK-AVCO-TK       AVCO CORP. TRUCK
TRUK-BAIN-TK       BAINBRIDGE MOTOR HOME TRUCK
TRUK-BALB-TK       BALBOA MOTOR HOME TRUCK
TRUK-BANN-TK       BANNER INDUSTRIES, INC. TRUCK
TRUK-BARR-TK       BARRET TRUCK
TRUK-BCIB-TK       BCI OR BUS AND COACH INTL NULL
TRUK-BEAE-TK       BEAVER MONTEREY MOTOR HOME TRUCK
TRUK-BEAM-TK       BEACH-CRAFT MOTOR HOMES CORP.E TRUCK
TRUK-BEAR-TK       MOTOR HOMES OF AMERICA, INC. TRUCK
TRUK-BEDX-TK       BENDIX CORP.MFR. OF MOBILE HOM TRUCK
TRUK-BEEH-TK       BEECHWOOD MOTOR HOME TRUCK
TRUK-BEJE-TK       BEIJING JEEP TRUCK
TRUK-BERR-TK       BERING TRUCK
TRUK-BIVO-TK       BIVOUAC INDUSTRIES, INC.VANDAL TRUCK
TRUK-BLLV-TK       BELLVIEW CAMPER TRUCK
TRUK-BLUB-TK       BLUE BIRD BODY CO. TRUCK
TRUK-BLUG-TK       BLUE-RIDGE PRE-BUILT MOBILE HO TRUCK
TRUK-BMC-TK        B M C TRUCK
TRUK-BNDR-TK       BOUNDER MOTOR HOMEMFD. BY FLEE TRUCK
TRUK-BRAL-TK       BRALL MOTOR HOME TRUCK
TRUK-BRDG-TK       BRIDGER FIRE, INC. NULL
TRUK-BREE-TK       BREEZE MOTOR HOME TRUCK
TRUK-BRNG-TK       BERING TRUCK DISTRIBUTION-VIRG TRUCK
TRUK-BROC-TK       BROCKWAYDISCONTINUED PRODUCTIO TRUCK
TRUK-BROU-TK       BROUGHAM INDUSTRIES, INC. TRUCK
TRUK-BRST-TK       BRIGGS & STRATTON CORP. TRUCK
TRUK-BRWN-TK       BROWN TRUCK
TRUK-BUG-TK        BUG TRUCK
TRUK-CABA-TK       CABANA MOTOR HOME TRUCK
TRUK-CARP-TK       CARPENTER MANUFACTURING, INCMI TRUCK
TRUK-CAT-TK        CATERPILLAR TRACTOR CO. TRUCK
TRUK-CATL-TK       CATALINA MOTOR HOME TRUCK
TRUK-CAVE-TK       CAVEMAN INDUSTRIES TRUCK
TRUK-CCC-TK        CCCCRANE CARRIER (A CCI CO.) TRUCK
TRUK-CCMH-TK       COUNTRY COACH MOTOR HOMEJUNCTI TRUCK
TRUK-CHAM-TK       CHAMPION HOME BUILDERS CO.DRYD TRUCK
TRUK-CHCI-TK       CHANCE COACH INCWITCHITA, KS, TRUCK
TRUK-CHEV-TK       CHEVROLET TRUCK
TRUK-CHNO-TK       CHINOOK TRUCK
TRUK-CHPN-TK       CHAMPION BUS, INC. TRUCK
TRUK-CHRY-TK       CHRYSLER TRUCK
TRUK-CHVL-TK       CHEVALLERO MOTOR HOME TRUCK
TRUK-CLAR-TK       CONSTRUCTION MACHINERY DIV., C TRUCK
TRUK-CLWX-TK       CLARK-WILCOX TRUCK
TRUK-CLYP-TK       CLYPSO MOTOR HOME TRUCK
TRUK-COAH-TK       COACHMEN HOMES CORP.SUBSIDIARY TRUCK
TRUK-COAI-TK       COACH HOUSE, INC. TRUCK
TRUK-COCH-TK       COCHRAN WESTERN CORP.SUBSIDIAR TRUCK
TRUK-COLL-TK       COLLINS BUS TRUCK
TRUK-COLT-TK       COLT TRUCK
TRUK-COMD-TK       COMMANDER MOTOR HOME TRUCK
TRUK-CONC-TK       CONCORD MOBILE HOMES TRUCK
TRUK-CONO-TK       CONDOR COACH TRUCK
TRUK-CONT-TK       CONTINENTAL TRUCK
TRUK-CONY-TK       CONY TRUCK (JAPAN) TRUCK
TRUK-COPA-TK       COOPER ALPINE MOTOR HOME TRUCK
TRUK-CORB-TK       CORBITT TRUCK
TRUK-CORO-TK       CORONA COACH CO. TRUCK
TRUK-COTZ-TK       CORTEZ MOTOR HOME TRUCK
TRUK-CPPR-TK       C/P PRODUCTS CORP. TRUCK
TRUK-CRAF-TK       CRAFTSMAN (ALSO SEE MAKE SEARS TRUCK
TRUK-CRCF-TK       CREW CHIEF TRUCK
TRUK-CREE-TK       CREE COACHES, INC.DIV. OF SOUT TRUCK
TRUK-CROS-TK       CROSLEY TRUCK
TRUK-CRPT-TK       CARPENTER INDUSTRIES INC. TRUCK
TRUK-CRUI-TK       CRUISAIRE MOTOR CORP. TRUCK
TRUK-CUSH-TK       CUSHMAN TRUCK
TRUK-CWCF-TK       CWC FEATHER-LITE MFG. CO.EL RE TRUCK
TRUK-DAF-TK        DAF TRUCK
TRUK-DAIH-TK       DAIHATSU TRUCK
TRUK-DANZ-TK       DANZER/MORRISON INDS. INC TRUCK
TRUK-DATS-TK       DATSUN TRUCK
TRUK-DIAR-TK       DIAMOND REODISCONTINUED PRODUC TRUCK
TRUK-DIAT-TK       DIAMOND T TRUCK
TRUK-DINA-TK       DINA CAMIONES S. A. DE C. V. TRUCK
TRUK-DIPL-TK       DIPLOMAT MOTOR HOME TRUCK
TRUK-DISC-TK       DISCOVER 25 MOTOR HOME TRUCK
TRUK-DIVC-TK       DIVCO TRUCK
TRUK-DLPH-TK       DOLPHIN MOTORHOMES TRUCK
TRUK-DODG-TK       DODGE TRUCK
TRUK-DREA-TK       DREAMER TRUCK
TRUK-DUPL-TK       DUPLEX TRUCK DIV.DIV. OF THE N TRUCK
TRUK-DYNA-TK       DYNAHOE TRUCK TRUCK
TRUK-EAGI-TK       EAGLE INTERNATIONAL, INC.MFRS. TRUCK
TRUK-EBUS-TK       E-BUS TRUCK
TRUK-ECMI-TK       ELECTRIC CITY MOTORS, NORTH AMERICA, INC. NULL
TRUK-ECON-TK       ECONOMY-WISCONSIN TRUCK
TRUK-ELDO-TK       EL DORADO MFG., LTD. TRUCK
TRUK-ELEC-TK       ELEC-TRAC TRUCK
TRUK-ELET-TK       ELECTRA VACATION HOME TRUCK
TRUK-ELGN-TK       ELGIN SWEEPER COMPANYELGIN, IL TRUCK
TRUK-EMON-TK       EMERGENCY ONE, INC. TRUCK
TRUK-ENPR-TK       ENTERPRISE MOTOR HOME TRUCK
TRUK-ENTG-TK       ENTEGRA COACH, INC. NULL
TRUK-ESCP-TK       ESCAPADE MOTOR HOME TRUCK
TRUK-ESTA-TK       ESTABLISHMENT TRUCK
TRUK-ESTM-TK       ESTATE MFG., INC.MOTOR HOMES-- TRUCK
TRUK-EUCL-TK       EUCLID, INC., SUBSIDIARY OF WH TRUCK
TRUK-EXC-TK        EXCEL MOTOR HOME TRUCK TRUCK
TRUK-EXEC-TK       EXECUTIVE INDUSTRIES, INC. TRUCK
TRUK-EXPD-TK       EXPEDITION MOTORHOMES; MANUFAC TRUCK
TRUK-EXPL-TK       EXPLORER TRUCK
TRUK-FABO-TK       FABCODIV. OF KELSEY-HAYES CO. TRUCK
TRUK-FAN-TK        FANC MOTOR HOME TRUCK TRUCK
TRUK-FARG-TK       FARGO TRUCK
TRUK-FEDL-TK       FEDERAL TRUCK
TRUK-FEST-TK       FESTIVAL HOMES OF OHIO, INC.GR TRUCK
TRUK-FIAT-TK       FIAT TRUCK
TRUK-FIEL-TK       FIELD & STREAMMANUFACTURER VAC TRUCK
TRUK-FIRB-TK       FIREBALL TRAILER MFG. TRUCK
TRUK-FLEX-TK       FLEXIBLE TRUCK
TRUK-FMC-TK        FMC CORP. TRUCK
TRUK-FORD-TK       FORD (ALSO SEE ENGLISH, FRENCH TRUCK
TRUK-FOUW-TK       FOUR WINDS TRUCK
TRUK-FRAI-TK       FRANKLIN COACH CO. TRUCK
TRUK-FRHT-TK       FREIGHTLINER CORP. TRUCK
TRUK-FRTV-TK       FORETRAVEL, INC.NACOGDOCHES, T TRUCK
TRUK-FTWD-TK       AVIONMFD. BY FLEETWOOD ENTERPR TRUCK
TRUK-FUTR-TK       FUTURA MOBILE HOME TRUCK
TRUK-FWD-TK        FWD CORP. TRUCK
TRUK-GARP-TK       GARDNER-PACIFIC-SUNRADER, INC. TRUCK
TRUK-GECA-TK       GENERAL COACH AMERICA, INC. NULL
TRUK-GEOR-TK       CRUISEMASTER MOTOR HOMEMFD. BY TRUCK
TRUK-GFST-TK       GULF STREAM TRUCK
TRUK-GIGI-TK       GIGI INDUSTRIES, INC.MOTOR HOM TRUCK
TRUK-GILG-TK       GILLIG CORPORATION HAYWARD, CA TRUCK
TRUK-GLDH-TK       GOLDHOFER FAHRZEUGWERK GMBH U CO. OR GOLDHOFER AG NULL
TRUK-GLRV-TK       GLENDALE RECREATIONAL VEHICLES TRUCK
TRUK-GMC-TK        GENERAL MOTORS CORP. TRUCK
TRUK-GOLM-TK       GOLDEN WEST MOBILE HOMES TRUCK
TRUK-GREL-TK       GREAT LAKES MOBILE HOMESDIV. O TRUCK
TRUK-GRES-TK       GREAT ESCAPE TRUCK
TRUK-GRMA-TK       GRUMMAN ALLIED INDS., INC. NULL
TRUK-GRMF-TK        NULL
TRUK-GRSP-TK       GRAN SPREE MINI CAMPER TRUCK
TRUK-GRUM-TK       GRUMMAN-OLSEN TRUCK
TRUK-GWM-TK        OTTAWA TRUCK DIV., GULF & WEST TRUCK
TRUK-GYPS-TK       GYPSY CAMPERS, INC. TRUCK
TRUK-HACK-TK       HACKNEY & SONS, INC. TRUCK
TRUK-HAFL-TK       HAFLINGER TRUCK
TRUK-HALM-TK       HALLMARK MOTOR HOME TRUCK
TRUK-HAPP-TK       HAPPY WANDERER INDUSTRY, INC. TRUCK
TRUK-HARS-TK       HARSCO CORP. NULL
TRUK-HARV-TK       HARVEST MOTOR HOME TRUCK
TRUK-HAYS-TK       HAYES LOG TRUCK TRUCK
TRUK-HEND-TK       HENDRICKSON MANUFACTURING CO. TRUCK
TRUK-HGGL-TK       HAGGLUNDS NULL
TRUK-HIGG-TK       HIGGINS DELTA CORP OR HIGGINS-DELTA NULL
TRUK-HINO-TK       HINO TRUCK
TRUK-HNMR-TK       HAHN MOTORS, INC. TRUCK
TRUK-HOLI-TK       HOLIDAY INDUSTRIES, INC. TRUCK
TRUK-HOLK-TK       HOLMES WRECKER TRUCK
TRUK-HOLR-TK       ALUMA-LITEMFD. BY HOLIDAY RAMB TRUCK
TRUK-HOND-TK       HONDA TRUCK
TRUK-HONO-TK       HONORBUILT TRAILER MFG. TRUCK
TRUK-HORS-TK       HORSEMAN CAMPER TRUCK
TRUK-HORZ-TK       HORIZON MOTOR HOME TRUCK
TRUK-HOUG-TK       HOUGH BROTHERS, INC. TRUCK
TRUK-HRNY-TK       HARNEY COACH OR HARNEY COACH WORKS NULL
TRUK-HUNT-TK       HUNTSMAN, INC.CHETOPA, KANSAS TRUCK
TRUK-HUWA-TK       HUBER-WARCO TRUCK
TRUK-ICRP-TK       IC CORP. TRUCK
TRUK-IDEL-TK       IDEAL INDUSTRIES TRUCK
TRUK-INDI-TK       INDIANA TRUCK
TRUK-INOR-TK       IDAHO NORLAND CO. TRUCK
TRUK-INTL-TK       INTERNATIONAL HARVESTER CO. TRUCK
TRUK-INVO-TK       INNOVAN TRUCK
TRUK-ISLA-TK       ISLANDER MOTOR HOME TRUCK
TRUK-ISU-TK        ISUZU TRUCK
TRUK-ITAS-TK       ITASCA MOTOR HOMESDIV. WINNEBA TRUCK
TRUK-ITNL-TK       INTERNATIONAL TRUCK & ENGINE CORP NULL
TRUK-IVEC-TK       IVECO TRUCKS OF NORTH AMERICA, TRUCK
TRUK-JAMB-TK       JAMBOREE MOTOR HOME TRUCK TRUCK
TRUK-JAY-TK        JAYCO, INC. TRUCK
TRUK-JEEP-TK       JEEP (FOR MODEL YEARS 1989 THR TRUCK
TRUK-JEP-TK        JEEP (FOR MODEL YEARS PRIOR TO TRUCK
TRUK-JOUR-TK       JOURNEY MOTOR HOMES, INC.ELKHA TRUCK
TRUK-JRDN-TK       JERR-DAN TRUCK
TRUK-KAES-TK       FAHRZEUGWERKE GMBHKARLS KAESSB TRUCK
TRUK-KAJU-TK       KAJ'N HOMES, INC. TRUCK
TRUK-KAKI-TK       KAMP KING UTOPIAN TRUCK
TRUK-KASS-TK       KASSBORTH TRUCK
TRUK-KAYO-TK       KAYOT, INC. TRUCK
TRUK-KENS-TK       KENSINGTON MOTOR TRUCK
TRUK-KGHY-TK       KINGS HIGHWAY TRUCK
TRUK-KIA-TK        KIA MOTORS CORPORATION TRUCK
TRUK-KIBB-TK       KIBBI, INC. TRUCK
TRUK-KITM-TK       COMPANIONMFD. BY KIT MFG. CO. TRUCK
TRUK-KNNW-TK       KENWORTH NORTHWEST, INC.SEATTL TRUCK
TRUK-KODI-TK       KODIAK COACH & MFG. CO. TRUCK
TRUK-KRAE-TK       KRAGER KUSTOM KOACH, INC. TRUCK
TRUK-KW-TK         KENWORTH MOTOR TRUCK CO.DIV. O TRUCK
TRUK-KWDT-TK       DART, KW TRUCK
TRUK-LAFR-TK       AMERICAN LA FRANCEDIV. OF A-T- TRUCK
TRUK-LAFY-TK       LAFAYETTE MOTOR HOME TRUCK
TRUK-LAGU-TK       LAGUSA MOTOR COACH TRUCK
TRUK-LANU-TK       LANDAU MOTOR HOMEANAHEIM, CLAI TRUCK
TRUK-LASH-TK       LAKE & SHORE CAMPER TRUCK
TRUK-LBRN-TK       LEBARON AMBULANCES NULL
TRUK-LDAZ-TK       LAZY DAZE MOTOR HOMEMFD. IN PO TRUCK
TRUK-LEIS-TK       LEISURETIME MOTOR HOME TRUCK
TRUK-LEND-TK       LEN DAR (LENDAR) CAMPERS NULL
TRUK-LEWI-TK       LEWIS-SHEPARD TRUCK
TRUK-LEXS-TK       LEXUS TRUCK
TRUK-LEYL-TK       LEYLAND TRACTORSBRITISH LEYLAN TRUCK
TRUK-LFZA-TK       LAFORZAUTILITY VEHICLE; HAYWAR TRUCK
TRUK-LGLX-TK       LEGENDARY LUXURY COACH, LLC. TRUCK
TRUK-LINC-TK       LINCOLN-CONTINENTAL TRUCK
TRUK-LIPR-TK       LITTLE PROSPECTOR MOTOR HOME TRUCK
TRUK-LNDR-TK       LAND ROVER TRUCK
TRUK-LODA-TK       LODAL, INC.KINSFORD, MICHIGAN TRUCK
TRUK-LSUR-TK       LEISURE TRAVEL VANS, LTD TRUCK
TRUK-LYNR-TK       LYNN-TOWTRUCK TRUCK
TRUK-MACK-TK       MACK TRUCKS, INC. TRUCK
TRUK-MAHA-TK       MARMON HARRINGTON TRUCK
TRUK-MAQI-TK       MARQUE, INC.BRISTOL, INDIANA TRUCK
TRUK-MASS-TK       MASSEY-FERGUSON, INC. TRUCK
TRUK-MAVL-TK       MARVELL MOBILE HOME TRUCK
TRUK-MAXI-TK       MAXIM IND., INC.MFR. OF MAXIM TRUCK
TRUK-MAXO-TK       MAXON EAGLEMFD. BY MAXON INDUS TRUCK
